Device Type,GPS Coordinates,Panic Button Activation,Incident Type,Response Time (minutes),Response Outcome,Date,Time,Day,Location Type,Age,Emergency Contact Status
Panic Button Device,"(15.557182, 80.002206)",No,Assault,23,In Progress,26-09-2024,21:40,Thursday,Safe Zone,42,Notified with Confirmation
Mobile,"(15.627358, 80.023327)",No,Assault,3,Resolved,08-09-2024,10:24,Sunday,High-risk Zone,22,Notified with Delay
Panic Button Device,"(15.673871, 80.063482)",Yes,Teasing,13,In Progress,15-06-2024,18:31,Saturday,Moderate-risk Zone,26,Notified
Smartwatch,"(15.697299, 80.117493)",No,Teasing,9,In Progress,28-12-2024,13:29,Saturday,High-risk Zone,45,Notified
Mobile,"(15.516205, 80.166541)",No,Assault,24,Unresolved,28-09-2024,18:45,Saturday,High-risk Zone,19,Notified with Confirmation
Mobile,"(15.556542, 80.000127)",No,Assault,5,In Progress,10-04-2024,07:02,Wednesday,Moderate-risk Zone,40,Notified with Confirmation
Mobile,"(15.666312, 80.021284)",Yes,Teasing,21,Unresolved,11-03-2024,15:13,Monday,Moderate-risk Zone,29,Notified with Delay
Panic Button Device,"(15.673784, 80.170049)",Yes,Assault,22,In Progress,01-05-2024,07:12,Wednesday,Moderate-risk Zone,37,Notified
Mobile,"(15.563034, 80.124053)",No,Teasing,2,Resolved,10-09-2024,15:00,Tuesday,Safe Zone,45,Notified
Mobile,"(15.641995, 80.139825)",Yes,Teasing,28,Unresolved,17-01-2024,13:32,Wednesday,High-risk Zone,28,Notified
Mobile,"(15.57322, 80.038331)",Yes,Assault,29,Resolved,20-10-2024,10:41,Sunday,Safe Zone,19,Notified with Delay
Panic Button Device,"(15.501799, 80.122115)",No,Teasing,19,In Progress,26-08-2024,02:37,Monday,High-risk Zone,42,Notified with Delay
Mobile,"(15.504154, 80.196679)",No,Teasing,13,Unresolved,05-01-2024,07:39,Friday,Safe Zone,18,Notified
Mobile,"(15.670686, 80.129456)",No,Assault,14,Resolved,05-10-2024,15:09,Saturday,Safe Zone,28,Notified with Delay
Smartwatch,"(15.589489, 80.086902)",Yes,Assault,11,Resolved,15-02-2024,03:52,Thursday,Safe Zone,15,Notified with Delay
Mobile,"(15.618234, 80.18591)",Yes,Assault,7,Resolved,29-10-2024,04:21,Tuesday,High-risk Zone,21,Notified with Delay
Mobile,"(15.689962, 80.087333)",Yes,Teasing,24,Unresolved,31-05-2024,01:21,Friday,High-risk Zone,23,Notified with Confirmation
Smartwatch,"(15.588089, 80.10585)",No,Assault,9,Unresolved,24-10-2024,18:52,Thursday,Safe Zone,15,Notified with Delay
Panic Button Device,"(15.656812, 80.030936)",No,Assault,5,In Progress,08-04-2024,16:48,Monday,Moderate-risk Zone,37,Notified with Confirmation
Smartwatch,"(15.564648, 80.180215)",Yes,Teasing,11,Resolved,10-12-2024,10:04,Tuesday,Safe Zone,29,Notified
Panic Button Device,"(15.588654, 80.013756)",No,Teasing,25,Unresolved,13-04-2024,21:09,Saturday,Safe Zone,37,Notified with Confirmation
Panic Button Device,"(15.534712, 80.122457)",Yes,Assault,28,Resolved,09-10-2024,22:30,Wednesday,Safe Zone,19,Notified
Panic Button Device,"(15.605657, 80.172882)",No,Assault,4,Resolved,07-06-2024,18:00,Friday,Safe Zone,15,Notified
Mobile,"(15.66363, 80.069484)",No,Assault,17,Unresolved,01-01-2024,08:55,Monday,High-risk Zone,42,Notified with Delay
Panic Button Device,"(15.556138, 80.065965)",No,Assault,11,Resolved,02-07-2024,20:53,Tuesday,Moderate-risk Zone,35,Notified with Confirmation
Panic Button Device,"(15.534609, 80.131344)",No,Teasing,24,Resolved,27-07-2024,22:30,Saturday,Safe Zone,42,Notified with Confirmation
Mobile,"(15.654378, 80.001391)",Yes,Teasing,17,Unresolved,05-09-2024,11:21,Thursday,High-risk Zone,32,Notified with Delay
Panic Button Device,"(15.596021, 80.092272)",Yes,Assault,6,Resolved,08-05-2024,01:56,Wednesday,Moderate-risk Zone,22,Notified with Confirmation
Mobile,"(15.526757, 80.088806)",No,Assault,11,Unresolved,18-11-2024,07:06,Monday,High-risk Zone,35,Notified with Confirmation
Panic Button Device,"(15.622284, 80.134558)",No,Teasing,17,Unresolved,17-06-2024,21:36,Monday,Moderate-risk Zone,32,Notified
Smartwatch,"(15.661901, 80.065452)",Yes,Teasing,2,Unresolved,09-08-2024,15:55,Friday,Safe Zone,23,Notified
Panic Button Device,"(15.582892, 80.016301)",Yes,Teasing,4,Resolved,04-12-2024,20:28,Wednesday,Safe Zone,32,Notified with Delay
Smartwatch,"(15.663672, 80.074371)",No,Teasing,25,Unresolved,09-07-2024,20:30,Tuesday,Moderate-risk Zone,42,Notified with Confirmation
Smartwatch,"(15.592167, 80.029434)",No,Assault,14,In Progress,11-08-2024,19:34,Sunday,Safe Zone,34,Notified
Mobile,"(15.607765, 80.062939)",No,Assault,3,In Progress,26-09-2024,07:58,Thursday,High-risk Zone,30,Notified with Delay
Mobile,"(15.580057, 80.144656)",No,Assault,29,Unresolved,20-10-2024,18:39,Sunday,Safe Zone,39,Notified with Confirmation
Panic Button Device,"(15.658532, 80.199593)",Yes,Assault,20,Unresolved,03-05-2024,11:07,Friday,High-risk Zone,32,Notified with Delay
Panic Button Device,"(15.668238, 80.136461)",No,Assault,15,Unresolved,24-02-2024,18:30,Saturday,High-risk Zone,33,Notified with Confirmation
Mobile,"(15.62474, 80.02101)",Yes,Assault,28,Unresolved,15-11-2024,01:57,Friday,Safe Zone,42,Notified with Confirmation
Panic Button Device,"(15.568384, 80.004764)",Yes,Assault,27,Resolved,05-09-2024,08:27,Thursday,Moderate-risk Zone,15,Notified
Mobile,"(15.671687, 80.029649)",Yes,Teasing,23,Unresolved,05-06-2024,18:50,Wednesday,Moderate-risk Zone,28,Notified with Confirmation
Mobile,"(15.604728, 80.010667)",Yes,Teasing,28,Unresolved,02-12-2024,02:33,Monday,Safe Zone,25,Notified with Confirmation
Panic Button Device,"(15.665382, 80.140702)",Yes,Teasing,10,Unresolved,08-10-2024,00:36,Tuesday,Safe Zone,29,Notified with Confirmation
Mobile,"(15.622767, 80.166833)",Yes,Assault,9,Unresolved,28-08-2024,12:28,Wednesday,Safe Zone,36,Notified
Panic Button Device,"(15.629114, 80.10213)",Yes,Teasing,6,Unresolved,01-01-2024,13:23,Monday,High-risk Zone,35,Notified with Delay
Smartwatch,"(15.528508, 80.164725)",No,Teasing,14,Resolved,06-07-2024,00:20,Saturday,Moderate-risk Zone,41,Notified with Confirmation
Smartwatch,"(15.643735, 80.117918)",Yes,Assault,26,Resolved,23-08-2024,12:05,Friday,High-risk Zone,35,Notified with Confirmation
Smartwatch,"(15.560591, 80.009821)",Yes,Teasing,24,Resolved,10-08-2024,11:35,Saturday,Safe Zone,31,Notified with Confirmation
Panic Button Device,"(15.557978, 80.103233)",Yes,Teasing,14,Resolved,10-04-2024,05:39,Wednesday,Moderate-risk Zone,25,Notified with Delay
Smartwatch,"(15.688619, 80.000093)",No,Assault,15,In Progress,17-12-2024,05:05,Tuesday,Moderate-risk Zone,45,Notified with Delay
Mobile,"(15.561661, 80.165453)",Yes,Assault,28,In Progress,03-06-2024,21:22,Monday,Moderate-risk Zone,21,Notified with Confirmation
Smartwatch,"(15.641439, 80.180366)",Yes,Teasing,22,In Progress,05-09-2024,09:35,Thursday,Moderate-risk Zone,41,Notified with Confirmation
Panic Button Device,"(15.671857, 80.185121)",No,Teasing,11,In Progress,13-10-2024,04:06,Sunday,High-risk Zone,17,Notified with Delay
Panic Button Device,"(15.699566, 80.123291)",Yes,Teasing,4,Unresolved,21-10-2024,08:05,Monday,Safe Zone,28,Notified with Delay
Panic Button Device,"(15.642847, 80.076738)",Yes,Teasing,10,In Progress,04-09-2024,07:24,Wednesday,Moderate-risk Zone,45,Notified with Confirmation
Smartwatch,"(15.637701, 80.195827)",Yes,Assault,20,In Progress,28-04-2024,23:08,Sunday,Safe Zone,28,Notified with Confirmation
Mobile,"(15.562697, 80.054357)",No,Assault,5,Resolved,27-12-2024,05:04,Friday,Safe Zone,38,Notified with Confirmation
Panic Button Device,"(15.528145, 80.134969)",Yes,Assault,30,Resolved,06-04-2024,10:42,Saturday,Safe Zone,28,Notified with Delay
Mobile,"(15.668678, 80.142483)",No,Assault,19,Unresolved,22-06-2024,14:38,Saturday,Moderate-risk Zone,34,Notified
Mobile,"(15.525972, 80.074342)",Yes,Assault,3,In Progress,26-12-2024,02:16,Thursday,Moderate-risk Zone,44,Notified with Confirmation
Mobile,"(15.577874, 80.095332)",Yes,Teasing,13,In Progress,28-06-2024,06:07,Friday,Moderate-risk Zone,34,Notified with Delay
Mobile,"(15.51917, 80.194297)",Yes,Assault,21,In Progress,19-06-2024,07:30,Wednesday,High-risk Zone,28,Notified
Smartwatch,"(15.622368, 80.185933)",No,Teasing,9,Unresolved,22-06-2024,21:08,Saturday,Moderate-risk Zone,25,Notified
Smartwatch,"(15.594391, 80.053894)",Yes,Assault,23,Unresolved,04-09-2024,10:50,Wednesday,Moderate-risk Zone,25,Notified with Delay
Smartwatch,"(15.669041, 80.073521)",Yes,Teasing,11,In Progress,14-02-2024,07:27,Wednesday,Safe Zone,30,Notified
Mobile,"(15.553031, 80.052999)",Yes,Assault,7,Resolved,06-03-2024,02:10,Wednesday,Safe Zone,21,Notified with Delay
Smartwatch,"(15.597553, 80.159783)",Yes,Assault,4,Resolved,23-01-2024,07:27,Tuesday,High-risk Zone,32,Notified with Delay
Panic Button Device,"(15.574847, 80.174214)",Yes,Teasing,24,Unresolved,17-04-2024,17:59,Wednesday,High-risk Zone,15,Notified with Confirmation
Smartwatch,"(15.634954, 80.079253)",Yes,Teasing,6,Resolved,20-11-2024,03:35,Wednesday,Safe Zone,27,Notified
Mobile,"(15.576892, 80.183139)",No,Assault,16,Unresolved,13-03-2024,16:24,Wednesday,Moderate-risk Zone,25,Notified with Delay
Mobile,"(15.642731, 80.198699)",No,Assault,25,Resolved,07-11-2024,04:58,Thursday,Safe Zone,32,Notified with Delay
Smartwatch,"(15.599376, 80.125579)",No,Assault,4,In Progress,10-08-2024,20:43,Saturday,Moderate-risk Zone,44,Notified with Delay
Mobile,"(15.668307, 80.17991)",No,Teasing,23,Resolved,03-05-2024,15:29,Friday,Moderate-risk Zone,39,Notified
Mobile,"(15.578419, 80.055919)",No,Teasing,11,Resolved,28-02-2024,00:51,Wednesday,Safe Zone,33,Notified
Mobile,"(15.530951, 80.109219)",Yes,Assault,18,Unresolved,14-06-2024,13:21,Friday,High-risk Zone,25,Notified with Confirmation
Panic Button Device,"(15.698193, 80.065348)",No,Teasing,7,Unresolved,02-10-2024,11:32,Wednesday,High-risk Zone,22,Notified with Confirmation
Mobile,"(15.696479, 80.135133)",Yes,Teasing,14,Resolved,11-12-2024,04:29,Wednesday,Safe Zone,23,Notified
Panic Button Device,"(15.576274, 80.071176)",No,Assault,27,Resolved,25-08-2024,03:19,Sunday,Safe Zone,37,Notified with Confirmation
Smartwatch,"(15.55928, 80.131043)",No,Teasing,23,In Progress,15-03-2024,18:34,Friday,High-risk Zone,17,Notified with Confirmation
Smartwatch,"(15.573025, 80.197519)",Yes,Teasing,30,Unresolved,08-07-2024,03:25,Monday,Moderate-risk Zone,42,Notified
Mobile,"(15.667901, 80.155964)",Yes,Assault,23,In Progress,29-06-2024,18:05,Saturday,Safe Zone,27,Notified with Confirmation
Mobile,"(15.598185, 80.053709)",No,Assault,8,In Progress,04-04-2024,02:22,Thursday,Safe Zone,30,Notified with Confirmation
Mobile,"(15.645054, 80.09346)",No,Teasing,9,In Progress,31-07-2024,17:06,Wednesday,Safe Zone,33,Notified with Delay
Smartwatch,"(15.592608, 80.037236)",No,Teasing,19,In Progress,22-10-2024,06:13,Tuesday,Moderate-risk Zone,22,Notified with Confirmation
Smartwatch,"(15.572093, 80.046497)",Yes,Assault,14,Resolved,22-03-2024,14:47,Friday,Safe Zone,25,Notified with Delay
Panic Button Device,"(15.594541, 80.000491)",No,Assault,3,Resolved,24-09-2024,18:42,Tuesday,High-risk Zone,35,Notified with Confirmation
Smartwatch,"(15.678232, 80.005742)",Yes,Teasing,12,In Progress,16-08-2024,16:52,Friday,High-risk Zone,25,Notified with Delay
Mobile,"(15.688781, 80.065726)",Yes,Teasing,14,Resolved,09-10-2024,02:38,Wednesday,Safe Zone,42,Notified with Confirmation
Panic Button Device,"(15.611175, 80.146227)",Yes,Teasing,11,Unresolved,01-05-2024,16:25,Wednesday,Safe Zone,25,Notified
Smartwatch,"(15.698253, 80.046804)",Yes,Teasing,25,Unresolved,22-03-2024,11:19,Friday,Safe Zone,27,Notified with Delay
Smartwatch,"(15.679204, 80.072974)",Yes,Teasing,11,Unresolved,13-11-2024,18:56,Wednesday,Safe Zone,32,Notified with Confirmation
Panic Button Device,"(15.506829, 80.11312)",Yes,Teasing,14,Unresolved,26-12-2024,10:52,Thursday,Moderate-risk Zone,37,Notified with Delay
Smartwatch,"(15.584448, 80.08512)",Yes,Assault,6,In Progress,27-10-2024,22:52,Sunday,Moderate-risk Zone,24,Notified with Confirmation
Panic Button Device,"(15.658194, 80.059448)",Yes,Teasing,17,Resolved,18-04-2024,09:53,Thursday,Safe Zone,34,Notified with Confirmation
Panic Button Device,"(15.519722, 80.104042)",Yes,Assault,24,Resolved,05-07-2024,21:18,Friday,High-risk Zone,44,Notified with Delay
Panic Button Device,"(15.552429, 80.143537)",Yes,Assault,28,Unresolved,27-06-2024,09:52,Thursday,Safe Zone,25,Notified with Confirmation
Mobile,"(15.665757, 80.029191)",No,Assault,25,In Progress,31-08-2024,01:15,Saturday,High-risk Zone,20,Notified
Panic Button Device,"(15.602723, 80.12792)",No,Assault,19,Resolved,17-01-2024,22:03,Wednesday,Moderate-risk Zone,31,Notified with Confirmation
Smartwatch,"(15.528278, 80.104929)",No,Teasing,4,Unresolved,23-04-2024,02:55,Tuesday,Safe Zone,23,Notified
Smartwatch,"(15.543587, 80.133768)",No,Assault,7,In Progress,23-09-2024,11:17,Monday,Moderate-risk Zone,23,Notified with Delay
Mobile,"(15.631784, 80.079332)",No,Assault,10,Unresolved,17-12-2024,23:36,Tuesday,High-risk Zone,33,Notified with Confirmation
Smartwatch,"(15.519423, 80.169365)",No,Teasing,11,In Progress,14-01-2024,07:26,Sunday,High-risk Zone,17,Notified
Panic Button Device,"(15.668009, 80.025328)",Yes,Teasing,24,Unresolved,23-05-2024,04:08,Thursday,Moderate-risk Zone,41,Notified with Delay
Mobile,"(15.533888, 80.050499)",No,Teasing,5,In Progress,30-04-2024,19:56,Tuesday,Safe Zone,36,Notified with Delay
Panic Button Device,"(15.66851, 80.16022)",Yes,Teasing,28,Resolved,22-09-2024,16:24,Sunday,Safe Zone,27,Notified with Confirmation
Smartwatch,"(15.549644, 80.043265)",Yes,Assault,28,Resolved,14-09-2024,06:36,Saturday,Moderate-risk Zone,41,Notified
Smartwatch,"(15.687058, 80.093442)",Yes,Assault,21,In Progress,16-12-2024,05:57,Monday,Moderate-risk Zone,19,Notified
Panic Button Device,"(15.628361, 80.100204)",No,Teasing,16,Unresolved,15-09-2024,15:39,Sunday,High-risk Zone,43,Notified
Panic Button Device,"(15.560974, 80.004127)",No,Assault,16,Unresolved,13-02-2024,12:25,Tuesday,Safe Zone,30,Notified
Smartwatch,"(15.607132, 80.170297)",No,Assault,21,Unresolved,20-11-2024,07:17,Wednesday,High-risk Zone,18,Notified with Confirmation
Panic Button Device,"(15.505349, 80.118695)",Yes,Assault,22,Unresolved,24-01-2024,09:40,Wednesday,Safe Zone,29,Notified with Confirmation
Panic Button Device,"(15.655887, 80.117116)",No,Assault,12,In Progress,12-12-2024,06:10,Thursday,High-risk Zone,34,Notified with Confirmation
Mobile,"(15.643322, 80.050031)",Yes,Assault,30,Unresolved,05-07-2024,00:49,Friday,Safe Zone,35,Notified with Confirmation
Smartwatch,"(15.551128, 80.009411)",No,Teasing,5,In Progress,26-04-2024,13:46,Friday,High-risk Zone,34,Notified
Panic Button Device,"(15.638303, 80.077733)",Yes,Assault,19,In Progress,25-11-2024,08:03,Monday,High-risk Zone,26,Notified
Panic Button Device,"(15.602271, 80.002802)",Yes,Teasing,28,Unresolved,08-09-2024,16:10,Sunday,High-risk Zone,23,Notified with Confirmation
Panic Button Device,"(15.699985, 80.071706)",Yes,Teasing,21,Unresolved,10-06-2024,18:35,Monday,High-risk Zone,17,Notified with Confirmation
Smartwatch,"(15.670538, 80.067757)",Yes,Teasing,28,Unresolved,16-02-2024,03:41,Friday,High-risk Zone,16,Notified with Confirmation
Mobile,"(15.662711, 80.064174)",No,Assault,4,Unresolved,27-01-2024,19:18,Saturday,Moderate-risk Zone,41,Notified
Mobile,"(15.541473, 80.127013)",Yes,Assault,16,Unresolved,11-01-2024,16:56,Thursday,Safe Zone,16,Notified with Delay
Smartwatch,"(15.697081, 80.038307)",Yes,Teasing,14,Resolved,25-04-2024,18:28,Thursday,Moderate-risk Zone,44,Notified
Panic Button Device,"(15.520091, 80.047232)",No,Assault,14,Unresolved,25-01-2024,02:38,Thursday,High-risk Zone,21,Notified with Confirmation
Mobile,"(15.657032, 80.150914)",No,Assault,12,Resolved,19-07-2024,21:17,Friday,Safe Zone,38,Notified with Delay
Mobile,"(15.555133, 80.169456)",No,Assault,12,Resolved,31-10-2024,18:15,Thursday,High-risk Zone,36,Notified
Panic Button Device,"(15.650697, 80.198085)",No,Assault,3,Unresolved,29-03-2024,16:51,Friday,High-risk Zone,42,Notified with Confirmation
Panic Button Device,"(15.566867, 80.10563)",Yes,Assault,22,In Progress,02-06-2024,14:38,Sunday,Safe Zone,42,Notified with Confirmation
Smartwatch,"(15.650977, 80.141968)",No,Assault,5,In Progress,22-08-2024,18:05,Thursday,Moderate-risk Zone,20,Notified with Confirmation
Panic Button Device,"(15.53284, 80.046229)",No,Assault,29,Resolved,05-07-2024,18:03,Friday,High-risk Zone,20,Notified with Delay
Mobile,"(15.514826, 80.008044)",No,Teasing,9,Resolved,20-02-2024,02:23,Tuesday,Moderate-risk Zone,20,Notified with Delay
Panic Button Device,"(15.503108, 80.033615)",Yes,Assault,17,Unresolved,24-03-2024,04:38,Sunday,Moderate-risk Zone,42,Notified with Delay
Panic Button Device,"(15.536277, 80.179235)",No,Assault,27,Unresolved,28-06-2024,05:55,Friday,Safe Zone,30,Notified
Panic Button Device,"(15.623571, 80.10593)",No,Assault,21,Unresolved,08-05-2024,13:55,Wednesday,High-risk Zone,17,Notified with Delay
Mobile,"(15.699139, 80.148773)",No,Assault,16,Resolved,06-04-2024,09:12,Saturday,Safe Zone,38,Notified with Delay
Mobile,"(15.675215, 80.149631)",Yes,Assault,30,Unresolved,16-11-2024,17:05,Saturday,Safe Zone,41,Notified with Delay
Smartwatch,"(15.687759, 80.021077)",Yes,Teasing,10,Resolved,13-06-2024,03:56,Thursday,High-risk Zone,24,Notified
Mobile,"(15.601027, 80.098503)",No,Teasing,18,Resolved,18-01-2024,10:36,Thursday,High-risk Zone,16,Notified
Panic Button Device,"(15.649142, 80.015561)",No,Assault,28,Unresolved,10-05-2024,17:08,Friday,Moderate-risk Zone,19,Notified with Delay
Mobile,"(15.573331, 80.113559)",No,Assault,16,Unresolved,25-09-2024,12:13,Wednesday,Safe Zone,43,Notified with Confirmation
Panic Button Device,"(15.573634, 80.057974)",No,Teasing,16,Unresolved,27-03-2024,14:06,Wednesday,Moderate-risk Zone,21,Notified
Mobile,"(15.697146, 80.06389)",No,Assault,19,Unresolved,19-06-2024,05:01,Wednesday,High-risk Zone,15,Notified
Smartwatch,"(15.577248, 80.104082)",Yes,Assault,29,In Progress,08-08-2024,07:33,Thursday,Safe Zone,27,Notified with Confirmation
Panic Button Device,"(15.649479, 80.008441)",Yes,Teasing,7,Resolved,19-03-2024,00:58,Tuesday,Moderate-risk Zone,44,Notified with Delay
Mobile,"(15.603436, 80.195065)",Yes,Teasing,21,Unresolved,10-03-2024,18:44,Sunday,High-risk Zone,42,Notified with Confirmation
Panic Button Device,"(15.608935, 80.120926)",Yes,Teasing,28,In Progress,03-12-2024,07:11,Tuesday,High-risk Zone,45,Notified with Confirmation
Mobile,"(15.576998, 80.016087)",No,Assault,6,In Progress,16-07-2024,20:09,Tuesday,Safe Zone,15,Notified with Confirmation
Mobile,"(15.502603, 80.03874)",No,Assault,25,In Progress,03-02-2024,04:38,Saturday,Moderate-risk Zone,19,Notified
Panic Button Device,"(15.599966, 80.139486)",Yes,Teasing,17,Unresolved,27-08-2024,14:38,Tuesday,Safe Zone,23,Notified with Confirmation
Panic Button Device,"(15.645346, 80.077388)",Yes,Teasing,14,Resolved,25-07-2024,21:45,Thursday,Safe Zone,30,Notified with Confirmation
Smartwatch,"(15.679913, 80.060013)",No,Teasing,17,Unresolved,05-07-2024,06:56,Friday,Safe Zone,19,Notified
Panic Button Device,"(15.503142, 80.176167)",Yes,Teasing,16,In Progress,23-07-2024,01:18,Tuesday,High-risk Zone,21,Notified
Mobile,"(15.691673, 80.192673)",No,Teasing,6,Resolved,20-01-2024,17:09,Saturday,Safe Zone,39,Notified with Confirmation
Mobile,"(15.576776, 80.03616)",No,Teasing,18,Unresolved,09-02-2024,01:13,Friday,Moderate-risk Zone,34,Notified with Confirmation
Smartwatch,"(15.505037, 80.126773)",No,Assault,23,Resolved,11-03-2024,16:37,Monday,Moderate-risk Zone,39,Notified with Delay
Panic Button Device,"(15.582645, 80.188449)",Yes,Teasing,19,Resolved,12-11-2024,14:08,Tuesday,Safe Zone,34,Notified with Confirmation
Panic Button Device,"(15.61171, 80.170201)",Yes,Assault,14,Resolved,22-03-2024,17:28,Friday,High-risk Zone,38,Notified with Delay
Mobile,"(15.667465, 80.093376)",Yes,Assault,20,Unresolved,04-12-2024,22:31,Wednesday,Safe Zone,42,Notified with Confirmation
Smartwatch,"(15.592813, 80.02397)",No,Assault,13,Resolved,30-10-2024,09:12,Wednesday,Moderate-risk Zone,30,Notified with Delay
Panic Button Device,"(15.695879, 80.094264)",Yes,Assault,9,Unresolved,20-04-2024,06:28,Saturday,Safe Zone,31,Notified with Confirmation
Smartwatch,"(15.567648, 80.022442)",Yes,Assault,8,In Progress,21-02-2024,05:07,Wednesday,High-risk Zone,18,Notified with Confirmation
Smartwatch,"(15.630853, 80.005358)",Yes,Teasing,14,In Progress,22-09-2024,14:27,Sunday,Moderate-risk Zone,27,Notified
Smartwatch,"(15.552636, 80.06101)",Yes,Teasing,10,Resolved,10-10-2024,10:15,Thursday,Moderate-risk Zone,21,Notified with Confirmation
Mobile,"(15.52747, 80.145922)",Yes,Teasing,21,In Progress,31-12-2024,00:02,Tuesday,Moderate-risk Zone,42,Notified with Delay
Panic Button Device,"(15.561955, 80.127128)",Yes,Assault,20,Unresolved,07-09-2024,11:36,Saturday,High-risk Zone,32,Notified with Confirmation
Mobile,"(15.555234, 80.050816)",No,Teasing,12,In Progress,29-01-2024,16:50,Monday,Moderate-risk Zone,26,Notified with Confirmation
Mobile,"(15.584738, 80.136014)",No,Assault,14,Unresolved,21-11-2024,16:42,Thursday,Moderate-risk Zone,27,Notified with Confirmation
Mobile,"(15.646015, 80.038825)",No,Assault,26,Resolved,03-11-2024,20:34,Sunday,High-risk Zone,15,Notified
Smartwatch,"(15.501443, 80.15078)",Yes,Teasing,4,In Progress,30-07-2024,13:28,Tuesday,High-risk Zone,31,Notified
Smartwatch,"(15.53653, 80.18868)",Yes,Assault,26,Unresolved,15-08-2024,18:49,Thursday,Safe Zone,41,Notified with Confirmation
Mobile,"(15.644968, 80.119954)",No,Teasing,28,Unresolved,18-02-2024,08:12,Sunday,Moderate-risk Zone,36,Notified with Delay
Panic Button Device,"(15.695532, 80.118082)",No,Assault,8,In Progress,22-02-2024,09:48,Thursday,High-risk Zone,23,Notified
Panic Button Device,"(15.669303, 80.113528)",Yes,Teasing,10,Unresolved,05-09-2024,04:16,Thursday,Safe Zone,26,Notified with Delay
Smartwatch,"(15.641441, 80.043127)",Yes,Teasing,12,In Progress,03-05-2024,00:52,Friday,Safe Zone,42,Notified
Smartwatch,"(15.53303, 80.101191)",No,Assault,11,Resolved,03-07-2024,00:13,Wednesday,High-risk Zone,26,Notified with Confirmation
Panic Button Device,"(15.552806, 80.124648)",Yes,Assault,4,Unresolved,12-12-2024,08:49,Thursday,Moderate-risk Zone,42,Notified with Confirmation
Mobile,"(15.64607, 80.002143)",No,Teasing,24,Resolved,28-04-2024,03:38,Sunday,Moderate-risk Zone,22,Notified with Confirmation
Smartwatch,"(15.568125, 80.184318)",No,Assault,23,Resolved,18-05-2024,22:50,Saturday,Moderate-risk Zone,40,Notified with Delay
Panic Button Device,"(15.507023, 80.192618)",Yes,Assault,24,Unresolved,04-06-2024,16:06,Tuesday,High-risk Zone,41,Notified with Delay
Panic Button Device,"(15.569741, 80.024918)",Yes,Assault,10,In Progress,07-08-2024,15:09,Wednesday,Safe Zone,41,Notified with Delay
Mobile,"(15.5533, 80.097037)",No,Teasing,22,Unresolved,21-03-2024,10:29,Thursday,High-risk Zone,21,Notified with Delay
Panic Button Device,"(15.656947, 80.120519)",Yes,Assault,23,Unresolved,21-04-2024,16:04,Sunday,Moderate-risk Zone,28,Notified with Delay
Smartwatch,"(15.52735, 80.108486)",No,Assault,19,Unresolved,18-01-2024,01:43,Thursday,Moderate-risk Zone,18,Notified with Delay
Smartwatch,"(15.603625, 80.070044)",No,Assault,4,In Progress,08-08-2024,19:20,Thursday,High-risk Zone,44,Notified
Smartwatch,"(15.632316, 80.030116)",Yes,Teasing,22,Resolved,25-09-2024,19:42,Wednesday,High-risk Zone,24,Notified with Confirmation
Mobile,"(15.531285, 80.149548)",No,Teasing,4,Resolved,02-05-2024,15:41,Thursday,Moderate-risk Zone,31,Notified with Delay
Smartwatch,"(15.639281, 80.039651)",Yes,Teasing,20,In Progress,26-03-2024,21:09,Tuesday,Safe Zone,29,Notified with Confirmation
Smartwatch,"(15.635507, 80.029395)",Yes,Assault,29,In Progress,01-09-2024,14:27,Sunday,Moderate-risk Zone,33,Notified with Confirmation
Mobile,"(15.636383, 80.119243)",No,Teasing,26,Unresolved,24-05-2024,02:32,Friday,Moderate-risk Zone,36,Notified with Confirmation
Panic Button Device,"(15.520271, 80.189751)",No,Teasing,30,Resolved,30-01-2024,03:26,Tuesday,High-risk Zone,40,Notified with Confirmation
Panic Button Device,"(15.59648, 80.128585)",No,Assault,5,In Progress,10-08-2024,23:50,Saturday,Safe Zone,39,Notified
Mobile,"(15.577417, 80.016736)",No,Assault,18,Resolved,06-01-2024,05:41,Saturday,Moderate-risk Zone,32,Notified
Mobile,"(15.664315, 80.159399)",Yes,Teasing,13,In Progress,24-01-2024,00:15,Wednesday,Moderate-risk Zone,44,Notified
Smartwatch,"(15.678887, 80.112606)",Yes,Assault,6,In Progress,15-07-2024,09:47,Monday,Safe Zone,42,Notified with Confirmation
Panic Button Device,"(15.629347, 80.161625)",Yes,Assault,2,Resolved,30-04-2024,04:39,Tuesday,Safe Zone,37,Notified
Panic Button Device,"(15.62912, 80.042777)",Yes,Assault,2,Resolved,27-06-2024,19:52,Thursday,High-risk Zone,43,Notified
Smartwatch,"(15.560132, 80.165136)",No,Assault,11,Unresolved,27-05-2024,01:09,Monday,Safe Zone,23,Notified with Confirmation
Smartwatch,"(15.51253, 80.056902)",No,Teasing,29,In Progress,13-05-2024,09:03,Monday,High-risk Zone,38,Notified with Confirmation
Panic Button Device,"(15.520901, 80.009672)",Yes,Teasing,8,Unresolved,25-06-2024,13:54,Tuesday,High-risk Zone,43,Notified
Panic Button Device,"(15.54217, 80.154214)",No,Assault,28,Resolved,02-04-2024,19:59,Tuesday,High-risk Zone,21,Notified
Mobile,"(15.578833, 80.117076)",Yes,Teasing,18,Resolved,31-03-2024,21:24,Sunday,High-risk Zone,20,Notified
